times,wx (rad/s),wy (rad/s),wz (rad/s),GaitPhase
31.394,0.22,0.75,2.43445237550569,swing
31.396,0.2,0.86,2.25830343077472,swing
31.4,0.18,0.95,2.08138007610001,swing
31.403,0.16,1.04,1.90396115628192,swing
31.405,0.13,1.11,1.7263262809206,swing
31.407,0.09,1.17,1.5487549480664,swing
31.408,0.04,1.2,1.37152566978661,swing
31.412,-0.01,1.21,1.19491510431071,swing
31.415,-0.05,1.19,1.01919719939933,swing
31.415,-0.1,1.15,0.844642351523907,swing
31.418,-0.16,1.08,0.671516585345187,swing
31.421,-0.24,0.98,0.500080757839896,swing
31.425,-0.32,0.86,0.330589791247067,swing
31.428,-0.42,0.72,0.163291938792819,swing
31.428,-0.54,0.57,-0.001571913092763,swing
31.431,-0.68,0.42,-0.16376890262569,swing
31.432,-0.82,0.26,-0.323074807440588,swing
31.436,-0.96,0.13,-0.479274613457638,swing
31.438,-1.1,0,-0.632163035349415,swing
31.445,-1.23,-0.12,-0.781544986461128,swing
31.446,-1.34,-0.23,-0.927235996398883,swing
31.446,-1.41,-0.35,-1.06906257487388,swing
31.449,-1.46,-0.46,-1.20686252077602,swing
31.45,-1.47,-0.56,-1.34048517584834,swing
31.451,-1.46,-0.64,-1.46979162274386,swing
31.453,-1.42,-0.71,-1.59465482766811,swing
31.479,-1.37,-0.77,-1.71495972824166,swing
31.48,-1.29,-0.81,-1.83060326765502,swing
31.48,-1.21,-0.83,-1.94149437663062,swing
31.48,-1.13,-0.84,-2.04755390514799,swing
31.48,-1.04,-0.83,-2.14871450632653,swing
31.48,-0.94,-0.8,-2.24492047528889,swing
31.481,-0.82,-0.75,-2.33612754624289,swing
31.481,-0.66,-0.65,-2.42230265141416,swing
31.482,-0.47,-0.5,-2.5034236458282,swing
31.482,-0.2,-0.25,-2.57947900226757,swing
31.482,0.22,0.18,-2.65046748100608,swing
31.483,0.77,0.84,-2.71639777912856,swing
31.486,1.3,1.52,-2.77728816436002,swing
31.487,1.61,1.86,-2.83316609832609,swing
31.49,1.71,1.73,-2.88406785402056,swing
31.492,1.68,1.18,-2.93003813194534,swing
31.495,1.55,0.4,-2.97112967891079,swing
31.497,1.24,-0.33,-3.00740291285731,swing
31.5,0.68,-0.8,-3.03892555632335,swing
31.503,-0.01,-1.1,-3.06577228039117,swing
31.504,-0.6,-1.43,-3.08802436014843,swing
31.508,-1.01,-1.76,-3.10576934196349,swing
31.512,-1.33,-2.02,-3.11910072222845,swing
31.512,-1.62,-2.23,-3.12811763670374,swing
31.514,-1.86,-2.46,-3.13292455920848,swing
31.517,-2.06,-2.7,-3.13363100813587,step
31.521,-2.21,-2.96,-3.13035125911533,step
31.522,-2.32,-3.21,-3.12320406207786,step
31.525,-2.43,-3.46,-3.11231236099161,step
31.526,-2.52,-3.66,-3.09780301461226,step
31.529,-2.57,-3.78,-3.07980651672824,step
31.532,-2.6,-3.83,-3.05845671456885,step
31.535,-2.57,-3.8,-3.03389052427667,step
31.535,-2.49,-3.71,-3.00624764261424,step
31.538,-2.38,-3.59,-2.97567025436529,step
31.541,-2.24,-3.5,-2.94230273518774,step
31.544,-2.09,-3.46,-2.90629134996151,step
31.546,-1.94,-3.5,-2.86778394693476,step
31.548,-1.81,-3.63,-2.82692964819317,step
31.551,-1.69,-3.82,-2.78387853715213,step
31.553,-1.58,-4.03,-2.73878134389644,step
31.556,-1.48,-4.23,-2.69178912926922,step
31.558,-1.38,-4.4,-2.64305296864639,step
31.561,-1.3,-4.52,-2.59272363633373,step
31.564,-1.24,-4.57,-2.54095129150013,step
31.564,-1.17,-4.52,-2.48788516652364,step
31.568,-1.09,-4.36,-2.43367325858489,step
31.571,-0.99,-4.08,-2.37846202530192,step
31.571,-0.89,-3.72,-2.32239608516619,step
31.574,-0.77,-3.29,-2.26561792351085,step
31.576,-0.66,-2.82,-2.20826760471996,step
31.579,-0.55,-2.35,-2.15048249136718,step
31.582,-0.46,-1.9,-2.09239697095387,step
31.584,-0.39,-1.47,-2.0341421908972,step
31.586,-0.37,-1.07,-1.9758458023991,step
31.588,-0.37,-0.69,-1.91763171380742,step
31.595,-0.4,-0.32,-1.85961985406468,step
31.596,-0.47,0.05,-1.80192594682944,step
31.596,-0.56,0.41,-1.74466129585405,step
31.598,-0.66,0.77,-1.68793258221076,step
31.6,-0.76,1.11,-1.63184167397579,step
31.603,-0.87,1.42,-1.57648544900554,step
31.637,-0.97,1.7,-1.52195563146613,step
31.638,-1.07,1.94,-1.46833864280325,step
31.638,-1.16,2.15,-1.41571546785936,step
31.638,-1.24,2.33,-1.36416153685528,step
31.639,-1.31,2.46,-1.31374662395201,step
31.639,-1.37,2.57,-1.26453476309252,step
31.639,-1.41,2.64,-1.21658418179346,step
31.639,-1.44,2.68,-1.16994725351071,step
31.639,-1.45,2.69,-1.12467046914249,step
31.64,-1.45,2.67,-1.08079442815881,step
31.64,-1.44,2.63,-1.03835384975903,step
31.64,-1.42,2.54,-0.997377604361376,step
31.64,-1.38,2.43,-0.957888765621781,step
31.64,-1.33,2.28,-0.919904683065817,step
31.641,-1.27,2.1,-0.883437075299165,step
31.643,-1.19,1.88,-0.848492143640096,step
31.644,-1.11,1.64,-0.815070705893767,step
31.646,-1.03,1.37,-0.78316834986278,step
31.649,-0.95,1.08,-0.752775606061502,step
31.652,-0.88,0.8,-0.723878138972774,step
31.655,-0.82,0.51,-0.696456956054667,step
31.658,-0.77,0.24,-0.670488633571022,step
31.659,-0.73,-0.02,-0.645945558182319,step
31.661,-0.69,-0.26,-0.622796183093092,step
31.664,-0.67,-0.48,-0.601005297410365,step
31.667,-0.65,-0.68,-0.580534307227159,step
31.668,-0.63,-0.84,-0.561341526809968,step
31.671,-0.62,-0.98,-0.543382478143282,step
31.675,-0.61,-1.08,-0.52661019697257,step
31.676,-0.61,-1.16,-0.510975543394101,step
31.68,-0.61,-1.19,-0.496427514970177,step
31.681,-0.61,-1.2,-0.482913560305736,step
31.683,-0.61,-1.18,-0.470379891010082,step
31.685,-0.61,-1.14,-0.458771789988017,step
31.688,-0.6,-1.09,-0.448033914058673,step
31.692,-0.59,-1.02,-0.438110588987243,step
31.692,-0.58,-0.93,-0.428946095132423,step
31.695,-0.56,-0.85,-0.420484942057273,step
31.698,-0.54,-0.75,-0.412672130619069,step
31.701,-0.52,-0.65,-0.405453401240209,step
31.704,-0.5,-0.55,-0.398775467262704,step
31.705,-0.48,-0.46,-0.392586232499069,step
31.712,-0.46,-0.36,-0.386834992308029,step
31.712,-0.45,-0.27,-0.381472617740216,step
31.713,-0.44,-0.18,-0.376451722512746,step
31.715,-0.44,-0.1,-0.371726812778531,step
31.718,-0.45,-0.03,-0.367254419852211,step
31.718,-0.47,0.05,-0.362993216235848,step
31.721,-0.49,0.12,-0.358904115450149,step
31.756,-0.52,0.2,-0.354950356317753,step
31.757,-0.54,0.28,-0.351097572461442,step
31.757,-0.56,0.37,-0.34731384787016,step
31.757,-0.58,0.46,-0.343569759448104,step
31.757,-0.6,0.54,-0.339838407496855,step
31.758,-0.61,0.62,-0.336095435088724,step
31.758,-0.62,0.69,-0.3323190372741,step
31.758,-0.62,0.76,-0.328489961030134,step
31.758,-0.62,0.82,-0.324591496806778,step
31.759,-0.62,0.87,-0.320609462463196,step
31.759,-0.62,0.92,-0.316532180316584,step
31.759,-0.63,0.94,-0.312350447949523,step
31.759,-0.62,0.95,-0.308057503343756,step
31.759,-0.61,0.94,-0.303648984830008,step
31.759,-0.61,0.9,-0.299122886267179,step
31.76,-0.6,0.83,-0.294479507791142,step
31.763,-0.58,0.76,-0.289721402404734,step
31.763,-0.57,0.67,-0.284853318617104,step
31.767,-0.55,0.58,-0.279882139283379,step
31.769,-0.53,0.49,-0.274816816745059,step
31.775,-0.5,0.4,-0.269668304327785,step
31.776,-0.49,0.32,-0.26444948421636,step
31.776,-0.47,0.25,-0.25917509169726,step
31.779,-0.45,0.19,-0.253861635736686,step
31.781,-0.44,0.14,-0.248527315847715,step
31.784,-0.44,0.09,-0.243191935193252,step
31.787,-0.43,0.06,-0.237876809872261,step
31.788,-0.43,0.03,-0.232604674344903,step
31.791,-0.43,0.01,-0.227399582967706,step
31.795,-0.43,0,-0.222286807632421,step
31.797,-0.43,0,-0.217292731531186,step
31.8,-0.43,0,-0.212444739105381,step
31.8,-0.43,0.01,-0.20777110227507,step
31.803,-0.43,0.02,-0.203300863089354,step
31.805,-0.43,0.04,-0.199063712983981,step
31.809,-0.44,0.06,-0.19508986888042,step
31.811,-0.44,0.09,-0.19140994640926,step
31.814,-0.44,0.12,-0.188054830589719,step
31.816,-0.43,0.15,-0.185055544344973,step
31.818,-0.43,0.19,-0.182443115278912,step
31.821,-0.44,0.23,-0.180248441182442,step
31.824,-0.45,0.27,-0.178502154775471,step
31.825,-0.46,0.32,-0.177234488223389,step
31.827,-0.47,0.37,-0.176475137993821,step
31.829,-0.47,0.42,-0.176253130640663,step
31.834,-0.48,0.47,-0.176596690117859,step
31.836,-0.49,0.52,-0.177533107235219,step
31.836,-0.5,0.55,-0.179088611872726,step
31.839,-0.5,0.57,-0.181288248568905,step
31.843,-0.51,0.58,-0.184155756093231,step
31.845,-0.51,0.57,-0.187713451602832,step
31.848,-0.5,0.56,-0.191982119970102,step
31.848,-0.51,0.55,-0.196980908850317,step
31.852,-0.5,0.55,-0.202727230036868,step
31.854,-0.49,0.54,-0.209236667626255,step
31.86,-0.49,0.53,-0.216522893485522,step
31.861,-0.48,0.53,-0.224597590481812,step
31.861,-0.48,0.53,-0.233470383897795,step
31.863,-0.48,0.53,-0.243148781418629,step
31.865,-0.48,0.53,-0.253638122036786,step
31.868,-0.49,0.53,-0.264941534181181,step
31.872,-0.49,0.53,-0.277059903336851,step
31.873,-0.5,0.54,-0.289991849380991,step
31.899,-0.51,0.54,-0.30373371382042,step
31.9,-0.51,0.55,-0.318279557074666,step
31.9,-0.52,0.56,-0.333621165907687,step
31.9,-0.53,0.56,-0.349748071069588,step
31.901,-0.53,0.56,-0.366647575167172,step
31.901,-0.54,0.56,-0.384304790738552,step
31.901,-0.53,0.56,-0.402702688462239,step
31.901,-0.53,0.56,-0.421822155385064,step
31.901,-0.53,0.56,-0.441642063006218,step
31.901,-0.53,0.57,-0.462139345006728,step
31.902,-0.53,0.56,-0.483289084365148,step
31.902,-0.53,0.56,-0.505064609551256,step
31.905,-0.54,0.56,-0.527437599440398,step
31.909,-0.55,0.57,-0.550378196541695,step
31.91,-0.56,0.57,-0.573855128083812,step
31.911,-0.57,0.58,-0.597835834452212,step
31.913,-0.59,0.58,-0.622286604422174,step
31.917,-0.6,0.58,-0.647172716582467,step
31.92,-0.62,0.58,-0.672458586295894,step
31.92,-0.64,0.57,-0.698107917495442,step
31.925,-0.65,0.57,-0.724083858569335,step
31.926,-0.66,0.56,-0.750349161545964,step
31.93,-0.67,0.54,-0.77686634375154,step
31.932,-0.67,0.53,-0.803597851080481,step
31.934,-0.67,0.5,-0.830506221992047,step
31.935,-0.67,0.47,-0.857554251327312,step
31.938,-0.66,0.44,-0.884705153028618,step
31.941,-0.66,0.4,-0.91192272083971,step
31.943,-0.65,0.37,-0.939171486068959,step
31.945,-0.65,0.33,-0.966416871510965,step
31.948,-0.64,0.3,-0.993625340643346,step
31.95,-0.64,0.28,-1.02076454124575,step
31.953,-0.65,0.26,-1.04780344262647,step
31.955,-0.65,0.24,-1.07471246568777,step
31.958,-0.66,0.23,-1.10146360511329,step
31.959,-0.67,0.23,-1.12803054301835,step
31.962,-0.67,0.23,-1.15438875346702,step
31.966,-0.68,0.25,-1.18051559732565,step
31.969,-0.69,0.27,-1.20639040699255,step
31.969,-0.7,0.3,-1.23199456061445,step
31.972,-0.7,0.33,-1.25731154547286,step
31.974,-0.71,0.36,-1.28232701029599,step
31.977,-0.71,0.39,-1.30702880632343,step
31.979,-0.71,0.43,-1.33140701702182,step
31.981,-0.71,0.46,-1.35545397641793,step
31.984,-0.71,0.49,-1.3791642760826,step
31.987,-0.71,0.51,-1.40253476086197,step
31.995,-0.71,0.53,-1.42556451351308,step
31.996,-0.71,0.55,-1.44825482845629,step
31.996,-0.7,0.56,-1.47060917490839,step
31.996,-0.7,0.56,-1.49263314970554,step
31.998,-0.69,0.57,-1.51433442016543,step
32.001,-0.69,0.58,-1.53572265737226,step
32.002,-0.68,0.58,-1.55680946029642,step
32.007,-0.68,0.58,-1.5776082711828,step
32.008,-0.68,0.57,-1.59813428265856,step
32.031,-0.67,0.57,-1.61840433702163,step
32.032,-0.66,0.55,-1.63843681817791,step
32.032,-0.66,0.54,-1.65825153669745,step
32.032,-0.65,0.51,-1.67786960845917,step
32.032,-0.64,0.49,-1.69731332735213,step
32.032,-0.64,0.47,-1.71660603249844,step
32.033,-0.64,0.44,-1.73577197046069,step
32.033,-0.64,0.42,-1.75483615289447,step
32.033,-0.63,0.38,-1.77382421010538,step
32.033,-0.63,0.35,-1.7927622409689,step
32.033,-0.62,0.33,-1.81167665967214,step
32.037,-0.61,0.3,-1.83059403973726,step
32.04,-0.6,0.27,-1.8495409557894,step
32.041,-0.59,0.25,-1.86854382353492,step
32.044,-0.58,0.23,-1.88762873842148,step
32.046,-0.58,0.22,-1.90682131345755,step
32.049,-0.57,0.21,-1.92614651667717,step
32.051,-0.57,0.21,-1.94562850874456,step
32.053,-0.57,0.21,-1.96529048120294,step
32.06,-0.57,0.22,-1.98515449588134,step
32.063,-0.56,0.23,-2.00524132598222,step
32.063,-0.56,0.23,-2.02557029938086,step
32.063,-0.56,0.24,-2.04615914467478,step
32.065,-0.56,0.26,-2.06702384052754,step
32.068,-0.56,0.27,-2.0881784688553,step
32.071,-0.56,0.3,-2.10963507240781,step
32.073,-0.56,0.33,-2.13140351729674,step
32.076,-0.56,0.35,-2.15349136102454,step
32.077,-0.56,0.38,-2.17590372656512,step
32.08,-0.56,0.41,-2.19864318304477,step
32.084,-0.56,0.44,-2.2217096335661,step
32.086,-0.57,0.47,-2.24510021071044,step
32.088,-0.57,0.5,-2.26880918024473,step
32.091,-0.58,0.52,-2.29282785354657,step
32.092,-0.58,0.55,-2.31714450924725,step
32.095,-0.58,0.58,-2.34174432457556,step
32.098,-0.58,0.61,-2.36660931686592,step
32.099,-0.57,0.64,-2.39171829567273,step
32.101,-0.57,0.65,-2.41704682590798,step
32.104,-0.57,0.65,-2.44256720239212,step
32.108,-0.58,0.63,-2.46824843617818,step
32.11,-0.59,0.6,-2.49405625297618,step
32.111,-0.59,0.55,-2.51995310397006,step
32.114,-0.57,0.5,-2.54589818928051,step
32.116,-0.54,0.46,-2.57184749428631,step
32.12,-0.48,0.42,-2.59775383897088,step
32.125,-0.43,0.38,-2.62356694041096,step
32.125,-0.38,0.36,-2.64923348846892,step
32.126,-0.34,0.34,-2.6746972346893,step
32.128,-0.32,0.34,-2.69989909433467,step
32.131,-0.33,0.37,-2.72477726142683,step
32.133,-0.35,0.42,-2.74926733659019,step
32.135,-0.4,0.5,-2.7733024674259,step
32.136,-0.45,0.6,-2.79681350108107,step
32.146,-0.51,0.71,-2.81972914861671,step
32.147,-0.57,0.81,-2.84197616072208,step
32.148,-0.62,0.91,-2.86347951427062,step
32.148,-0.66,0.99,-2.88416260916373,step
32.151,-0.68,1.06,-2.90394747486165,step
32.152,-0.7,1.13,-2.92275498595668,step
32.156,-0.7,1.19,-2.94050508610044,step
32.184,-0.7,1.25,-2.95711701955547,step
32.185,-0.7,1.32,-2.97250956960107,step
32.185,-0.69,1.39,-2.98660130298461,step
32.186,-0.68,1.47,-2.9993108195722,step
32.186,-0.66,1.57,-3.01055700631767,step
32.186,-0.64,1.67,-3.02025929463502,step
32.186,-0.62,1.79,-3.02833792022768,step
32.186,-0.6,1.91,-3.03471418439784,step
32.187,-0.58,2.04,-3.03931071583035,step
32.187,-0.57,2.17,-3.04205173181952,step
32.187,-0.56,2.3,-3.04286329788252,swing
32.187,-0.55,2.44,-3.04167358468155,swing
32.187,-0.55,2.57,-3.03841312115811,swing
32.188,-0.55,2.69,-3.03301504276885,swing
32.191,-0.55,2.79,-3.02541533370237,swing
32.193,-0.57,2.86,-3.01555306195389,swing
32.195,-0.58,2.89,-3.00337060613967,swing
32.197,-0.62,2.89,-2.98881387294882,swing
32.2,-0.67,2.86,-2.97183250415826,swing
32.204,-0.73,2.8,-2.95238007218078,swing
32.205,-0.8,2.73,-2.93041426317774,swing
32.207,-0.86,2.65,-2.90589704685026,swing
32.209,-0.92,2.56,-2.87879483212574,swing
32.212,-0.97,2.46,-2.84907860807848,swing
32.215,-1.03,2.34,-2.81672406956148,swing
32.218,-1.09,2.21,-2.78171172717367,swing
32.221,-1.14,2.07,-2.74402700133647,swing
32.221,-1.2,1.93,-2.70366030039619,swing
32.224,-1.24,1.81,-2.66060708279677,swing
32.227,-1.28,1.7,-2.61486790347455,swing
32.23,-1.3,1.61,-2.56644844470764,swing
32.232,-1.31,1.53,-2.51535953170541,swing
32.234,-1.31,1.49,-2.46161713324772,swing
32.237,-1.29,1.48,-2.40524234768059,swing
32.24,-1.26,1.5,-2.34626137454804,swing
32.242,-1.22,1.55,-2.28470547209358,swing
32.244,-1.19,1.6,-2.22061090080284,swing
32.245,-1.17,1.62,-2.15401885308743,swing
32.248,-1.17,1.61,-2.08497536913378,swing
32.252,-1.18,1.56,-2.01353123886564,swing
32.254,-1.17,1.51,-1.93974188990184,swing
32.263,-1.18,1.45,-1.86366726133904,swing
32.264,-1.19,1.37,-1.78537166315906,swing
32.264,-1.21,1.29,-1.70492362105707,swing
32.265,-1.24,1.22,-1.62239570651445,swing
32.265,-1.28,1.15,-1.53786435199945,swing
32.268,-1.32,1.1,-1.45140965127032,swing
32.269,-1.36,1.07,-1.36311514487712,swing
32.297,-1.39,1.08,-1.27306759110731,swing
32.298,-1.4,1.11,-1.18135672279108,swing
32.298,-1.4,1.16,-1.08807499057173,swing
32.299,-1.37,1.23,-0.993317293447333,swing
32.299,-1.33,1.3,-0.897180697596372,swing
32.299,-1.28,1.37,-0.799764144704304,swing
32.3,-1.21,1.43,-0.701168151204148,swing
32.3,-1.13,1.49,-0.601494500024207,swing
32.3,-1.05,1.53,-0.500845926595032,swing
32.3,-0.96,1.57,-0.39932580099991,swing
32.301,-0.87,1.59,-0.297037808254526,swing
32.301,-0.77,1.6,-0.194085628768748,swing
32.301,-0.69,1.61,-0.090572621074477,swing
32.304,-0.62,1.61,0.013398491102528,swing
32.308,-0.57,1.61,0.117725925391723,swing
32.308,-0.52,1.62,0.222309138990394,swing
32.311,-0.5,1.64,0.327049116692421,swing
32.315,-0.48,1.68,0.431848647023479,swing
32.316,-0.49,1.73,0.536612584933452,swing
32.318,-0.5,1.78,0.641248099674119,swing
32.321,-0.53,1.84,0.745664906678505,swing
32.324,-0.56,1.89,0.849775482452059,swing
32.326,-0.6,1.93,0.95349526168017,swing
32.327,-0.64,1.96,1.05674281594711,swing
32.329,-0.68,1.98,1.15944001364489,swing
32.332,-0.72,1.99,1.26151216082354,swing
32.336,-0.75,1.98,1.36288812289461,swing
32.338,-0.77,1.96,1.46350042724565,swing
32.343,-0.79,1.93,1.56328534695255,swing
32.344,-0.79,1.89,1.66218296588912,swing
32.344,-0.78,1.84,1.76013722562822,swing
32.348,-0.76,1.78,1.85709595460627,swing
32.35,-0.73,1.71,1.95301088008558,swing
32.352,-0.7,1.63,2.0478376234969,swing
32.354,-0.65,1.55,2.14153567978094,swing
32.376,-0.6,1.45,2.23406838137391,swing
32.377,-0.55,1.35,2.32540284750027,swing
32.377,-0.49,1.24,2.41550991944734,swing
32.377,-0.44,1.12,2.50436408250268,swing
32.378,-0.39,1,2.59194337523778,swing
32.378,-0.33,0.88,2.67822928682198,swing
32.378,-0.28,0.76,2.76320664304955,swing
32.378,-0.24,0.63,2.84686348176067,swing
32.378,-0.2,0.52,2.92919091833484,swing
32.378,-0.17,0.41,3.01018300193155,swing
32.38,-0.14,0.31,3.0898365631494,swing
32.384,-0.12,0.21,3.16815105377133,swing
32.386,-0.09,0.11,3.24512837925968,swing
32.388,-0.07,0.03,3.32077272466207,swing
32.391,-0.04,-0.06,3.39509037458648,swing
32.393,-0.02,-0.15,3.46808952790223,swing
32.396,0.02,-0.24,3.539780107822,swing
32.399,0.05,-0.33,3.61017356801971,swing
32.399,0.08,-0.41,3.67928269543839,swing
32.402,0.11,-0.5,3.74712141044351,swing
32.405,0.15,-0.58,3.81370456497809,swing
32.408,0.18,-0.67,3.87904773937883,swing
32.41,0.22,-0.76,3.94316703851486,swing
32.412,0.26,-0.84,4.00607888791426,swing
32.414,0.31,-0.93,4.0677998305473,swing
32.417,0.35,-1.02,4.12834632493919,swing
32.421,0.39,-1.12,4.18773454528885,swing
32.423,0.44,-1.21,4.24598018427227,swing
32.426,0.49,-1.3,4.30309825920946,swing
32.426,0.54,-1.38,4.35910292227222,swing
32.43,0.59,-1.46,4.41400727540574,swing
32.433,0.65,-1.53,4.46782319063121,swing
32.435,0.7,-1.6,4.52056113638854,swing
32.436,0.76,-1.66,4.57223001056944,swing
32.438,0.82,-1.71,4.62283698088021,swing
32.445,0.88,-1.75,4.6723873331626,swing
32.445,0.94,-1.79,4.72088432828936,swing
32.447,1,-1.82,4.76832906823935,swing
32.448,1.06,-1.84,4.81472037194619,swing
32.451,1.12,-1.86,4.86005466150334,swing
32.453,1.18,-1.88,4.90432585929804,swing
32.458,1.23,-1.88,4.94752529663515,swing
32.459,1.29,-1.89,4.98964163439992,swing
32.46,1.34,-1.88,5.03066079629499,swing
32.462,1.39,-1.88,5.07056591517056,swing
32.465,1.44,-1.88,5.10933729294652,swing
32.47,1.49,-1.87,5.14695237460034,swing
32.472,1.53,-1.86,5.18338573666407,swing
32.475,1.57,-1.85,5.21860909063682,swing
32.476,1.62,-1.83,5.25259130167518,swing
32.477,1.66,-1.81,5.2852984228726,swing
32.48,1.7,-1.8,5.31669374537974,swing
32.482,1.74,-1.77,5.34673786455105,swing
32.483,1.79,-1.74,5.37538876222854,swing
32.487,1.83,-1.71,5.40260190519205,swing
32.488,1.87,-1.68,5.4283303597168,swing
32.496,1.92,-1.65,5.45252492208421,swing
32.497,1.96,-1.62,5.47513426479176,swing
32.498,2,-1.59,5.4961050981045,swing
32.498,2.05,-1.55,5.51538234648466,swing
32.501,2.1,-1.52,5.53290933932926,swing
32.504,2.15,-1.49,5.54862801533922,swing
32.527,2.21,-1.46,5.56247913973923,swing
32.528,2.25,-1.44,5.57440253346684,swing
32.529,2.29,-1.43,5.58433731335376,swing
32.529,2.32,-1.42,5.59222214223243,swing
32.529,2.36,-1.42,5.59799548781984,swing
32.53,2.39,-1.43,5.60159588915643,swing
32.53,2.41,-1.45,5.6029622293149,swing
32.53,2.43,-1.48,5.60203401304019,swing
32.531,2.44,-1.51,5.59875164793985,swing
32.531,2.45,-1.56,5.59305672781429,swing
32.532,2.46,-1.62,5.58489231669808,swing
32.532,2.46,-1.7,5.57420323217737,swing
32.534,2.46,-1.79,5.56093632655317,swing
32.537,2.45,-1.89,5.54504076443575,swing
32.541,2.45,-2,5.52646829538068,swing
32.543,2.44,-2.13,5.50517352021091,swing
32.546,2.44,-2.27,5.48111414971225,swing
32.546,2.43,-2.42,5.45425125443866,swing
32.549,2.43,-2.58,5.42454950442001,swing
32.553,2.43,-2.75,5.39197739762691,swing
32.555,2.43,-2.94,5.35650747611463,swing
32.557,2.43,-3.13,5.31811652884124,swing
32.559,2.42,-3.32,5.27678578023359,swing
32.561,2.42,-3.52,5.23250106365858,swing
32.566,2.41,-3.71,5.18525297904578,swing
32.567,2.4,-3.89,5.13503703400043,swing
32.568,2.39,-4.07,5.08185376784385,swing
32.571,2.37,-4.24,5.02570885811944,swing
32.574,2.36,-4.39,4.96661320920855,swing
32.577,2.34,-4.53,4.90458302280844,swing
32.579,2.32,-4.65,4.83963985013414,swing
32.58,2.29,-4.76,4.77181062581495,swing
32.583,2.27,-4.84,4.70112768356243,swing
32.586,2.23,-4.9,4.62762875378876,swing
32.589,2.2,-4.94,4.5513569434494,swing
32.592,2.17,-4.95,4.4723606984714,swing
32.593,2.13,-4.94,4.3906937492054,swing
32.595,2.09,-4.91,4.30641503940494,swing
32.598,2.04,-4.88,4.21958863928993,swing
32.601,1.99,-4.83,4.13028364329243,swing
32.605,1.93,-4.76,4.03857405311196,swing
32.605,1.86,-4.69,3.94453864672611,swing
32.608,1.8,-4.6,3.84826083401082,swing
32.609,1.73,-4.5,3.74982849962623,swing
32.613,1.65,-4.38,3.64933383381866,swing
32.614,1.57,-4.24,3.54687315178032,swing
32.617,1.48,-4.08,3.44254670219623,swing
32.619,1.39,-3.89,3.33645846559527,swing
32.621,1.3,-3.68,3.22871594311036,swing
32.625,1.22,-3.44,3.11942993624237,swing
32.627,1.14,-3.19,3.00871431821422,swing
32.629,1.06,-2.9,2.89668579749638,swing
32.63,0.99,-2.6,2.78346367408226,swing
32.633,0.92,-2.3,2.66916958909279,swing
32.636,0.86,-1.99,2.55392726829322,swing
32.648,0.81,-1.68,2.43786226011142,swing
32.649,0.76,-1.38,2.32110166875651,swing
32.65,0.72,-1.09,2.20377388304893,swing
32.65,0.69,-0.83,2.08600830158831,swing
32.651,0.68,-0.57,1.96793505490445,swing
32.651,0.67,-0.33,1.84968472525856,swing
32.652,0.66,-0.13,1.73138806478824,swing
32.655,0.65,0.04,1.61317571272025,swing
32.678,0.64,0.18,1.4951779124106,swing
32.679,0.63,0.3,1.37752422901239,swing
32.679,0.61,0.4,1.26034326861734,swing
32.68,0.58,0.49,1.14376239976781,swing
32.68,0.55,0.58,1.02790747829082,swing
32.68,0.51,0.65,0.912902576462527,swing
32.68,0.47,0.71,0.798869717568782,swing
32.68,0.41,0.75,0.685928616981265,swing
32.681,0.35,0.77,0.574196430915085,swing
32.681,0.28,0.78,0.463787514069592,swing
32.681,0.2,0.77,0.354813187375358,swing
32.684,0.13,0.75,0.247381517074518,swing
32.686,0.05,0.71,0.141597106346604,swing
32.689,-0.03,0.65,0.037560900656193,swing
32.692,-0.11,0.56,-0.064629992058998,swing
32.693,-0.17,0.46,-0.164882465320944,swing
32.698,-0.23,0.34,-0.263107561229118,swing
32.7,-0.29,0.22,-0.359220599952508,swing
32.7,-0.35,0.08,-0.453141290932489,swing
32.703,-0.39,-0.05,-0.544793825302942,swing
32.707,-0.43,-0.18,-0.634106949226007,swing
32.708,-0.46,-0.31,-0.721014018056481,swing
32.712,-0.49,-0.42,-0.805453031484893,swing
32.712,-0.5,-0.51,-0.887366650068274,swing
32.716,-0.49,-0.57,-0.966702193837742,swing
32.718,-0.48,-0.58,-1.04341162397183,swing
32.721,-0.44,-0.51,-1.11745150884145,swing
32.724,-0.34,-0.28,-1.18878297606225,swing
32.724,-0.11,0.21,-1.25737165252479,swing
32.727,0.32,1.05,-1.32318759469942,swing
32.73,0.88,2.15,-1.38620521181048,swing
32.734,1.37,3.21,-1.44640318471182,swing
32.736,1.6,3.7,-1.50376438343492,swing
32.736,1.61,3.45,-1.55827578637572,swing
32.739,1.52,2.6,-1.60992840390382,swing
32.742,1.42,1.5,-1.65871720880376,swing
32.746,1.2,0.43,-1.70464107541226,swing
32.747,0.8,-0.31,-1.74770272864475,swing
32.749,0.24,-0.56,-1.78790870337219,swing
32.751,-0.3,-0.35,-1.82526931387568,swing
32.754,-0.64,0.15,-1.85979863242733,swing
32.761,-0.83,0.78,-1.8915144754588,swing
32.762,-0.97,1.35,-1.92043839531108,swing
32.762,-1.07,1.73,-1.94659567521633,swing
32.763,-1.12,1.85,-1.97001532494467,swing
32.766,-1.13,1.74,-1.99073007444341,swing
32.769,-1.1,1.46,-2.0087763627963,swing
32.771,-1.05,1.13,-2.02419431992566,swing
32.787,-1,0.82,-2.03702773864528,swing
32.787,-0.95,0.57,-2.04732403493768,swing
